nconst	name	birthYear	deathYear
nm0124834	William Butler	1968	
nm0124875	Daniel Butler	1951	
nm0124920	G. Larry Butler	1949	
nm0124930	Gerard Butler	1969	
nm0125060	Michael Butler	1941	
nm0125111	Robert Butler	1927	
nm0125148	Tom Butler	1951	
nm0125190	Merritt Butrick	1959	1989
nm0125217	Brent Butt	1966	
nm0125272	Alexander Butterfield	1926	
nm0125336	Jez Butterworth	1969	
nm0125355	Steve Butterworth	1968	
nm0125358	Tom Butterworth	1966	
nm0125475	Norbert Leo Butz	1967	
nm0125533	Sarah Buxton	1965	
nm0125540	Margherita Buy	1962	
nm0125588	Agata Buzek	1976	
nm0125667	Rafael Buñuel	1940	
nm0125706	A.S. Byatt	1936	
nm0125753	Ed Bye	1955	
nm0125803	Bobby Farrelly	1958	
nm0125930	Eric Byler	1972	
nm0126004	Dan Byrd	1985	
nm0126023	Greg Eagles	1970	
nm0126093	Bill Byrge	1932	
nm0126128	Bobby Byrne	1932	2017
nm0126154	David Byrne	1952	
nm0126203	John Byrne	1940	
nm0126244	Martha Byrne	1969	
nm0126260	P.J. Byrne	1974	
nm0126284	Rose Byrne	1979	
nm0126316	David Byrnes	1952	
nm0126325	Jim Byrnes	1948	
nm0126384	Don Byron	1958	
nm0126440	John Byrum	1947	
nm0126537	András Bálint	1943	
nm0126582	Joana Bárcia	1972	
nm0126642	Tom Bähler	1943	
nm0126669	Marie Bäumer	1969	
nm0126849	Michel Béna	1950	1991
nm0126859	João Bénard da Costa	1935	2009
nm0127017	Edgar M. Böhlke	1940	
nm0127213	Nanna Bøndergaard	1973	
nm0127263	Hans-Günther Bücking	1951	
nm0127373	Louis C.K.	1967	
nm0127429	Eugenio Caballero	1972	
nm0127690	Meg Cabot	1967	
nm0127745	Maria Cabral	1941	2017
nm0127804	Dominique Cabrera	1957	
nm0127894	Veena Sud	1967	
nm0128070	Diego Cadavid	1978	
nm0128212	Anne-Marie Cadieux	1963	
nm0128607	Eric Cahan	1970	
nm0128655	Eddie Cahill	1978	
nm0128685	Martin Cahill	1937	2005
nm0128737	Todd Cahoon	1973	
nm0128883	Christopher Cain	1943	
nm0128942	Mick Cain	1978	
nm0128997	Jeffrey Caine	1944	
nm0129071	Jason Cairns	1969	
nm0129106	Robert Cait	1961	
nm0129160	Jonathan Cake	1967	
nm0129219	Russell Calabrese	1955	
nm0129435	Pedro Caldas	1958	
nm0129538	Paul Calderon	1959	
nm0129564	Sergio Calderón	1945	
nm0129573	Andrea Calderwood	1965	
nm0129749	L. Scott Caldwell	1950	
nm0129816	John Cale	1942	
nm0129827	Ruth Caleb	1942	
nm0130191	Eva LaRue	1966	
nm0130319	Rebecca Callard	1975	
nm0130492	John Calley	1930	2011
nm0130502	Dayton Callie	1946	
nm0130536	James Callis	1971	
nm0130712	Gregory Calpakis	1972	
nm0130846	Maurizio Calvesi	1954	
nm0131032	Maria Pia Calzone	1967	
nm0131117	Mark Camacho	1964	
nm0131204	Michele Camarda	1964	
nm0131235	Christian Camargo	1971	
nm0131333	Donn Cambern	1929	2023
nm0131541	Dean Cameron	1962	
nm0131564	Dwayne Cameron	1981	
nm0131647	Kirk Cameron	1970	
nm0131700	Paul Cameron	1958	
nm0131702	Peter Cameron	1959	
nm0131748	Trent Cameron	1979	
nm0131771	Beverly J. Camhe	1943	
nm0131811	Terry Camilleri	1949	
nm0131830	Michel Camilo	1954	
nm0131840	Augusto Caminito	1939	2020
nm0131910	Donald Cammell	1934	1996
nm0131947	Alessandro Camon	1963	
nm0131966	Bill Camp	1964	
nm0131969	Brandon Camp	1971	
nm0131974	Colleen Camp	1953	
nm0131995	Joe Camp	1939	
nm0132257	Bruce Campbell	1958	
nm0132300	Christa Campbell	1972	
nm0132427	Eddie Campbell	1955	
nm0132490	Graeme Campbell	1954	
nm0132525	Jack Campbell	1974	
nm0132537	James B. Campbell	1946	
nm0132637	Ken Hudson Campbell	1962	
nm0132709	Martin Campbell	1943	
nm0132752	Nell Campbell	1953	
nm0132757	Nicholas Campbell	1952	
nm0132864	Stephen Campbell	1956	2021
nm0132896	Tisha Campbell	1968	
nm0132981	Giacomo Campeotto	1964	
nm0133028	Robin Campillo	1962	
nm0133033	Campino	1962	
nm0133044	Anna Campion	1952	
nm0133195	António Campos	1922	1999
nm0133326	Sebastián Lelio	1974	
nm0133357	Eduardo Campoy	1955	
nm0133676	Kelly Candaele	1954	
nm0133899	Guillaume Canet	1973	
nm0133912	Giovanni Canevari	1967	
nm0134072	Bobby Cannavale	1970	
nm0134092	Sarah Zoe Canner	1972	
nm0134176	Danny Cannon	1968	
nm0134224	Kay Cannon	1974	
nm0134244	Nick Cannon	1980	
nm0134253	Reuben Cannon	1946	
nm0134278	Vince Cannon	1937	1998
nm0134463	Jim Cantafio	1958	
nm0134508	Paul Cantelon	1965	
nm0134525	Stanley S. Canter	1932	2007
nm0134573	Néstor Cantillana	1975	
nm0134618	Marilyne Canto	1961	
nm0134635	Neil Canton	1948	
nm0134642	Eric Cantona	1966	
nm0134647	Mario Cantone	1959	
nm0134992	Yves Cape	1960	
nm0135056	Xavier Capellas	1962	
nm0135102	Virginia Capers	1925	2004
nm0135221	Lizzy Caplan	1982	
nm0135245	Twink Caplan	1947	
nm0135296	Jim Capobianco	1969	
nm0135404	Cristiana Capotondi	1980	
nm0135406	Carl Capotorto	1959	
nm0135524	Marco Cappetta	1963	
nm0135581	Frank Capra Jr.	1934	2007
nm0135586	Fritjof Capra	1939	
nm0135899	Paul Carafotes	1959	
nm0135944	Ion Caramitru	1942	2021
nm0135952	Nae Caranfil	1960	
nm0136021	Leos Carax	1960	
nm0136260	Philippe Carcassonne	1955	
nm0136262	Lorenzo Carcaterra	1954	
nm0136298	Orson Scott Card	1951	
nm0136572	Manolo Cardona	1977	
nm0136592	J.S. Cardone	1946	
nm0136597	Nathalie Cardone	1967	
nm0136729	Jaime Cardriche	1968	2000
nm0136737	Mark Patrick Carducci	1954	1997
nm0136760	Lena Cardwell	1982	
nm0136775	Peter Care	1953	
nm0136789	Roger Carel	1927	2020
nm0136797	Steve Carell	1962	
nm0136818	Leo Garen	1936	2006
nm0137001	Matthew Carey	1980	
nm0137020	Peter Carey	1943	
nm0137028	Richenda Carey	1948	
nm0137114	Timothy Carhart	1953	
nm0137228	Christian Carion	1963	
nm0137230	Len Cariou	1939	
nm0137363	Carlo Carlei	1960	
nm0137368	John Carlen	1945	2009
nm0137506	George Carlin	1937	2008
nm0137573	Lewis John Carlino	1932	2020
nm0137585	Olimpia Carlisi	1946	
nm0137627	Jodi Carlisle	1960	
nm0137967	Leslie Carlson	1933	2014
nm0138078	Elisabet Carlsson	1968	
nm0138192	Hope Marie Carlton	1966	
nm0138205	Larry Carlton	1948	
nm0138210	Mark Carlton	1945	
nm0138287	Phyllis Carlyle	1942	2022
nm0138405	Jean Carmet	1920	1994
nm0138483	Michael Carmine	1959	1989
nm0138502	Don Carmody	1951	
nm0138609	Ted Nicolaou	1949	
nm0138620	Joe Carnahan	1969	
nm0138706	Charles Robert Carner	1957	
nm0138809	John Carney	1972	
nm0138840	Reeve Carney	1983	
nm0138927	Niki Caro	1966	
nm0139111	Glenn Gordon Caron	1954	
nm0139190	Cookie Carosella	1965	2021
nm0139218	AJ Carothers	1931	2007
nm0139535	Fabio Carpi	1925	2018
nm0139549	James Carpinello	1975	
nm0139617	Bret Carr	1964	
nm0139627	Caleb Carr	1955	
nm0139826	Paul Carr	1961	
nm0139893	Warren Carr	1950	
nm0139936	Ever Carradine	1974	
nm0140017	Robert Primes	1940	
nm0140196	Carlos Carrera	1962	
nm0140488	Fernando Carrillo	1970	
nm0140617	Gareth Carrivick	1957	2010
nm0140643	Jean-Claude Carrière	1931	2021
nm0140649	Mathieu Carrière	1950	
nm0140826	Gordon Carroll	1928	2005
nm0140943	Nancy Carroll	1974	
nm0140946	Pat Carroll	1927	2022
nm0140971	Roland Carroll	1954	
nm0140975	Ryan Carroll	1958	
nm0141033	Willard Carroll	1955	
nm0141125	Claude Carrère	1930	2014
nm0141219	Darwyn Carson	1951	
nm0141281	L.M. Kit Carson	1941	2014
nm0141322	Scott Carson	1969	
nm0141380	Margit Carstensen	1940	
nm0141437	Rick Carter	1952	
nm0141450	Alex Carter	1964	
nm0141599	Graydon Carter	1949	
nm0141617	Finn Carter	1960	
nm0141659	Jack Carter	1922	2015
nm0141697	Jim Carter	1948	
nm0141710	Joelle Carter	1972	
nm0141713	John Carter	1922	2018
nm0141715	John Carter	1927	2015
nm0141766	Kristopher Carter	1972	
nm0141824	Michael Patrick Carter	1981	
nm0141843	Natalie Carter	1955	
nm0141853	Nick Carter	1980	
nm0141918	Rubin 'Hurricane' Carter	1937	2014
nm0141931	Sarah Carter	1980	
nm0141953	T.K. Carter	1956	
nm0141961	Thomas Carter	1953	
nm0142179	Jim Cartwright	1958	
nm0142206	Ryan Cartwright	1981	
nm0142286	D.J. Caruso	1965	
nm0142375	Beatriz Carvajal	1949	
nm0142577	Raymond Carver	1938	1988
nm0142674	Camille de Casabianca	1960	
nm0142675	Denise de Casabianca	1931	2020
nm0142875	Roger Casamajor	1976	
nm0142876	Chris Casamassa	1963	
nm0142972	Amira Casar	1971	
nm0143295	Max Casella	1967	
nm0143309	Chiara Caselli	1967	
nm0143352	Carles Cases	1958	
nm0143378	Bernie Casey	1939	2017
nm0143403	Daniel Casey	1981	
nm0143596	Jim Cash	1941	2000
nm0143599	Johnny Cash	1932	2003
nm0143660	Pat Cashman	1950	
nm0143780	Alan Caso	1951	
nm0143801	Chris Cason	1974	
nm0143944	Neal Cassady	1926	1968
nm0143984	Jon Cassar	1958	
nm0144018	Xan Cassavetes	1965	
nm0144025	Patrick Cassavetti	1950	
nm0144133	Gabriel Casseus	1972	
nm0144233	Patrick Cassidy	1962	
nm0144236	Patrick Cassidy	1973	
nm0144260	Cassie Ventura	1986	
nm0144377	Laetitia Casta	1978	
nm0144589	Lou Castel	1943	
nm0144657	Dan Castellaneta	1957	
nm0144812	Sergio Castellitto	1953	
nm0144843	Federico Castelluccio	1964	
nm0144938	Christopher Castile	1980	
nm0145309	Nick Castle	1947	
nm0145505	Bélgica Castro	1921	2020
nm0145781	Robert Caswell	1946	2006
nm0145840	Pasquale Catalano	1966	
nm0145951	Antonio Catania	1952	
nm0146061	Georgina Cates	1975	
nm0146166	Arnaldo Catinari	1964	
nm0146281	François Catonné	1944	
nm0146431	Philippe Caubère	1950	
nm0146536	Emma Caulfield Ford	1973	
nm0146681	Cathy Cavadini	1961	
nm0146749	Nathan Cavaleri	1982	
nm0146915	Tom Cavanagh	1963	
nm0146950	Timothy Patrick Cavanaugh	1964	
nm0146960	Liliana Cavani	1933	
nm0147022	Nick Cave	1957	
nm0147061	Ingrid Caven	1938	
nm0147118	Dick Cavett	1936	
nm0147147	Henry Cavill	1983	
nm0147392	Christopher Cazenove	1943	2010
nm0147561	Daniel Ceccaldi	1927	2003
nm0147601	Mario Cecchi Gori	1920	1993
nm0147603	Vittorio Cecchi Gori	1942	
nm0147605	Carlo Cecchi	1939	
nm0147661	Fulvio Cecere	1960	
nm0147689	Derek Cecil	1973	
nm0147699	Jonathan Cecil	1939	2011
nm0147700	Kevin Cecil	1969	
nm0147737	Joseph Cedar	1968	
nm0147814	Julio Cesar Cedillo	1970	
nm0147825	Cedric the Entertainer	1964	
nm0147907	Dinçer Çekmez	1943	2013
nm0147962	Henry Cele	1949	2007
nm0148081	Teco Celio	1952	
nm0148382	Angie Cepeda	1974	
nm0148387	Laura Cepeda	1953	
nm0148418	Michael Cera	1988	
nm0148437	Vincenzo Cerami	1940	2013
nm0148516	Aleksey Serebryakov	1964	
nm0148535	Michael Cerenzie	1970	
nm0148573	Muriel Cerf	1950	2012
nm0148640	Jana Cerna	1928	1981
nm0148646	Eugene Cernan	1934	2017
nm0148808	Mike Cerrone	1957	
nm0148923	Exene Cervenka	1956	
nm0148940	Jorge Cervera Jr.	1943	
nm0148982	Valentina Cervi	1974	
nm0149065	Jeff Cesario	1953	
nm0149134	Sinan Çetin	1953	
nm0149144	Yavuzer Çetinkaya	1948	1992
nm0149181	Mahmut Cevher	1949	
nm0149218	Chafûrin	1961	
nm0149222	Louis Cha	1924	2018
nm0149260	Alain Chabat	1958	
nm0149286	Janusz Chabior	1963	
nm0149290	Michael Chabon	1963	
nm0149305	Gregg Chabot	1969	
nm0149347	Matthieu Chabrol	1956	
nm0149446	Gurinder Chadha	1960	
nm0149491	Justin Chadwick	1968	
nm0149556	Ceán Chaffin	1957	
nm0149603	Pierre Chagnon	1957	
nm0149606	Lydia Chagoll	1931	2020
nm0149708	Richard Chaim	1976	
nm0149816	Chiranjit	1955	
nm0149822	Mithun Chakraborty	1950	
nm0149826	Shankar Chakraborty	1962	
nm0149835	J.D. Chakravarthi	1970	
nm0149837	Sabyasachi Chakrabarty	1956	
nm0149846	Lily Chakravarty	1941	
nm0149850	Pramod Chakravorty	1929	2004
nm0149877	Román Chalbaud	1931	
nm0149910	Kathleen Chalfant	1945	
nm0149942	Garry Chalk	1952	
nm0149950	Sarah Chalke	1976	
nm0150058	Jean Chalopin	1950	
nm0150219	Wilt Chamberlain	1936	1999
nm0150362	Justin Chambers	1970	
nm0150707	Gregg Champion	1956	
nm0150802	Benny Chan	1961	2020
nm0150862	Dennis Chan	1949	
nm0150888	Fei-Lit Chan	1940	2021
nm0150894	Frankie Chan	1951	
nm0150897	Fruit Chan	1959	
nm0150906	Gordon Chan	1960	
nm0150924	Idy Chan	1960	
nm0150926	Jacqueline Chan	1939	
nm0150952	Jordan Chan	1967	
nm0150989	Kwong Wing Chan	1967	
nm0151033	Michael Paul Chan	1950	
nm0151066	Peter Ho-Sun Chan	1962	
nm0151068	Philip Chan	1945	
nm0151162	Willie Chan	1941	2017
nm0151250	Anna Chancellor	1965	
nm0151285	Barun Chanda	1945	
nm0151287	Samir Chanda	1957	2011
nm0151419	Kyle Chandler	1965	
nm0151511	Tanuja Chandra	1969	
nm0151533	Ravi K. Chandran	1965	
nm0151535	T.V. Chandran	1950	
nm0151540	Jay Chandrasekhar	1968	
nm0151546	S.A. Chandrashekhar	1945	
nm0151649	Peter Cheung	1945	
nm0151654	Chang Chen	1976	
nm0151668	Christina Chang	1971	
nm0151690	Eileen Chang	1920	1995
nm0151827	Sylvia Chang	1953	
nm0151919	Carol Channing	1921	2019
nm0151925	Simon Channing Williams	1945	2009
nm0152050	Manu Chao	1961	
nm0152061	Winston Chao	1960	
nm0152082	Damian Chapa	1963	
nm0152162	Doug Chapin	1950	
nm0152312	Brenda Chapman	1962	
nm0152396	Jan Chapman	1950	
nm0152420	Judith Chapman	1951	
nm0152430	Kevin Chapman	1962	
nm0152469	Michael Chapman	1935	2020
nm0152521	Sean Chapman	1961	
nm0152638	Dave Chappelle	1973	
nm0152647	Antoine Chappey	1960	
nm0152683	Dominique Chapuis	1948	2001
nm0152728	David Charap	1965	
nm0152839	Tara Strong	1973	
nm0152844	Benoît Charest	1964	
nm0152986	Brett Chukerman	1981	
nm0153025	Emile Charles	1971	
nm0153036	Glen Charles	1943	
nm0153078	Larry Charles	1956	
nm0153080	Les Charles	1948	
nm0153100	Melissa Fahn	1967	
nm0153124	Ray Charles	1930	2004
nm0153263	César Charlone	1958	
nm0153552	Rodney Charters	1948	
nm0153587	William Chartoff	1963	
nm0153590	Robert Chartoff	1933	2015
nm0153610	Lauro David Chartrand-DelValle	1965	
nm0153719	Cheryl Chase	1958	
nm0153733	Courtney Chase	1988	
nm0153738	Daveigh Chase	1990	
nm0153740	David Chase	1945	
nm0153744	Debra Martin Chase	1956	
nm0153774	Jacob Chase	1986	
nm0153779	Jeff Chase	1968	
nm0153785	John Chase	1970	
nm0153855	Will Chase	1970	
nm0154007	Jean-Yves Chatelais	1953	2018
nm0154079	Pete Chatmon	1977	
nm0154139	Moushumi Chatterjee	1948	
nm0154146	Prasenjit Chatterjee	1962	
nm0154164	Soumitra Chatterjee	1935	2020
nm0154166	Subhendu Chatterjee	1936	2007
nm0154187	Sue Dahlman	1948	
nm0154223	Bruce Chatwin	1940	1989
nm0154226	Justin Chatwin	1982	
nm0154235	Emil Chau	1960	
nm0154274	Mahima Chaudhry	1973	
nm0154333	Hariprasad Chaurasia	1938	
nm0154412	Lilyan Chauvin	1925	2008
nm0154632	Ricardo Chavira	1971	
nm0154653	Bhoomika Chawla	1978	
nm0154716	Stephen Chbosky	1970	
nm0154726	Stephanie Che	1974	
nm0154740	Dorian Cheah	1972	
nm0154819	Jeremiah S. Chechik	1955	
nm0154833	Tatiana Chekhova	1968	
nm0155058	Chris Chelios	1962	
nm0155093	Peter Chelsom	1956	
nm0155211	Edison Chen	1980	
nm0155284	Kelly Chen	1972	
nm0155291	Kuan Tai Chen	1945	
nm0155295	Kuo-Fu Chen	1958	
nm0155340	Peisi Chen	1954	
nm0155365	Shiang-chyi Chen	1969	
nm0155389	Terry Chen	1975	
nm0155392	Tiger Hu Chen	1975	
nm0155546	Carol 'Do Do' Cheng	1957	
nm0155562	Ekin Cheng	1967	
nm0155587	Kent Cheng	1951	
nm0155599	Mark Cheng	1964	
nm0155607	Pei-Pei Cheng	1946	
nm0155617	Ronald Cheng	1972	
nm0155624	Siu-Keung Cheng	1952	
nm0155642	Siu-Tung Ching	1953	
nm0155693	Kristin Chenoweth	1968	
nm0155741	Cheran	1970	
nm0155913	Jonas Chernick	1973	
nm0155961	Michael S. Chernuchin	1954	
nm0156017	Christopher Scott Cherot	1967	
nm0156047	John R. Cherry III	1948	2022
nm0156228	Patrick Chesnais	1946	
nm0156320	Hal E. Chester	1921	2012
nm0156434	Alfred Cheung	1955	
nm0156444	Cecilia Cheung	1980	
nm0156484	Jacky Cheung	1961	
nm0156520	Mabel Cheung	1950	
nm0156522	Man Cheung	1967	
nm0156558	Roy Cheung	1963	
nm0156567	Eddie Cheung	1963	
nm0156767	Rémy Chevrin	1963	
nm0156774	Philip Chevron	1957	2013
nm0156816	Richard Chew	1940	
nm0156841	Hank Cheyne	1958	
nm0156858	Shefali Shah	1972	
nm0156955	David Chiang	1947	
nm0157098	Laura Chiatti	1982	
nm0157222	Austin Chick	1974	
nm0157255	Etienne Chicot	1949	2018
nm0157351	Philippe Chiffre	1958	
nm0157352	Yvan Chiffre	1936	2016
nm0157383	Dale Chihuly	1941	
nm0157461	Jeremy Child	1944	2022
nm0157520	Michael Childers	1944	
nm0157521	Minor Childers	1970	
nm0157536	Helen Childress	1969	
nm0157538	Mark Childress	1957	
nm0157550	Billy Childs	1957	
nm0157575	Martin Childs	1954	
nm0157587	Reva Childs	1961	
nm0157670	Colin Chilvers	1945	
nm0157695	Yoshiki Takaya	1960	
nm0157747	Han Chin	1946	
nm0157759	Kar Lok Chin	1965	
nm0157771	May Chin	1965	
nm0157785	Siu-Ho Chin	1963	
nm0157799	Wellson Chin	1957	
nm0157805	Elaine Jin	1954	
nm0157905	Kieu Chinh	1937	
nm0158014	Stephen Chiodo	1954	
nm0158112	Chiranjeevi	1955	
nm0158323	Ugo Chiti	1943	
nm0158402	Kang-Chien Chiu	1940	2013
nm0158626	John Cho	1972	
nm0158632	Margaret Cho	1968	
nm0158721	Randy Chodak	1955	2003
nm0158768	Min-su Choi	1962	
nm0158856	Choi Min-sik	1962	
nm0158857	Ming-liang Tsai	1957	
nm0158883	Young-hwan Choi	1971	
nm0158966	Lisa Cholodenko	1964	
nm0158967	Marc Cholodenko	1950	
nm0159008	Noam Chomsky	1928	
nm0159039	Felix Chong	1968	
nm0159081	Shelby Chong	1948	
nm0159097	Sergey Chonishvili	1965	
nm0159109	Yoshiaki Kawajiri	1950	
nm0159129	Farid Chopel	1952	2008
nm0159147	Aditya Chopra	1971	
nm0159149	Deepak Chopra	1946	
nm0159154	Joyce Chopra	1936	
nm0159159	Prem Chopra	1935	
nm0159162	Ravi Chopra	1946	2014
nm0159167	Uday Chopra	1973	
nm0159201	Yuen Chor	1934	2022
nm0159273	Bill Chott	1969	
nm0159350	Supriya Choudhury	1933	2018
nm0159402	Élie Chouraqui	1950	
nm0159435	Billy Chow	1958	
nm0159494	Raymond Chow	1927	2018
nm0159543	Ramapada Chowdhury	1922	
nm0159607	James Chressanthis	1953	
nm0159631	Oliver Chris	1978	
nm0159698	Peter Christelis	1959	
nm0159726	Bent Christensen	1929	1992
nm0159734	Bo Christensen	1937	
nm0159745	Casper Christensen	1968	
nm0159776	Erika Christensen	1982	
nm0159789	Hayden Christensen	1981	
nm0159802	Jesper Christensen	1948	
nm0159835	Lars Saabye Christensen	1953	
nm0159836	Laura Christensen	1984	
nm0159843	Mads Egmont Christensen	1947	
nm0159922	Tove Christensen	1973	
nm0160004	Claudia Christian	1965	
nm0160009	David Christian	1932	2018
nm0160085	Shawn Christian	1965	
nm0160091	Steve Christian	1964	2017
nm0160157	Christian E. Christiansen	1972	
nm0160305	Richard Christie	1948	
nm0160391	Pierre Christin	1938	
nm0160550	Dennis Christopher	1955	
nm0160553	Dyllan Christopher	1991	
nm0160602	Mark Christopher	1963	
nm0160618	Roy Christopher	1935	2021
nm0160637	Tyler Christopher	1972	
nm0160646	Jamie Christopherson	1975	
nm0160651	Peter Christopherson	1955	2010
nm0160803	Athena Chu	1971	
nm0160823	Emily Chu	1960	
nm0160840	Jon M. Chu	1979	
nm0160900	Yen-Ping Chu	1950	
nm0160941	Caldecot Chubb	1950	
nm0160952	Lyndon Chubbuck	1954	2021
nm0161127	Bruce Chun	1963	
nm0161152	Oxide Chun Pang	1965	
nm0161158	Chun Sun	1956	
nm0161193	Cherie Chung	1960	
nm0161206	David Chung	1949	2006
nm0161288	Ray Chung	1970	
nm0161355	Charlotte Church	1986	
nm0161382	Mary Church	1965	
nm0161497	Lisa Zeno Churgin	1955	
nm0161796	Fabio Cianchetti	1952	
nm0161834	Derek Cianfrance	1974	
nm0161980	Jude Ciccolella	1947	
nm0162013	Jerry Ciccoritti	1956	
nm0162107	Leman Çidamli	1932	2012
nm0162345	Michel Ciment	1938	
nm0162502	Luís Miguel Cintra	1949	
nm0162519	Mino Cinélu	1957	
nm0162695	Tamer Ciray	1967	
nm0162714	Charles F. Cirgenski	1956	
nm0162735	Jim Cirile	1964	
nm0162889	Danny Cistone	1974	
nm0162952	Sergio Citti	1933	2005
nm0162989	Stefan Ciupek	1976	
nm0163227	Philippe Clair	1930	2020
nm0163303	Georges Claisse	1941	2021
nm0163357	Garrett Clancy	1964	
nm0163510	Jillian Clare	1992	
nm0163616	Adam Clark	1970	
nm0163659	Anthony Clark	1964	
nm0163703	Blake Clark	1946	
nm0163706	Bob Clark	1939	2007
nm0163775	Christie Clark	1973	
nm0163797	Curtis Clark	1946	
nm0163863	Dick Clark	1929	2012
nm0163892	Duane Clark	1963	
nm0163988	Clark Gregg	1962	
nm0163990	Greydon Clark	1943	
nm0164037	James Kenelm Clarke	1941	2020
nm0164083	Jim Clark	1931	2016
nm0164227	Louise Caire Clark	1949	
nm0164267	Mary Higgins Clark	1927	2020
nm0164273	Matt Clark	1936	
nm0164339	Oliver Clark	1939	
nm0164575	Tony Clark	1966	
nm0164639	Alan Clarke	1935	1990
nm0164699	Christian Clarke	1970	
nm0164757	Frank Clarke	1956	
nm0164809	Jason Clarke	1969	
nm0164819	John Clarke	1948	2017
nm0164838	Justine Clarke	1971	
nm0164868	Larry Clarke	1964	
nm0164891	Margi Clarke	1954	
nm0164900	Matt Clarke	1980	
nm0164929	Noel Clarke	1975	
nm0165049	Warren Clarke	1947	2014
nm0165062	Zoe Clarke-Williams	1974	
nm0165087	Jeremy Clarkson	1960	
nm0165101	Patricia Clarkson	1959	
nm0165159	Kevin Clash	1960	
nm0165290	Richard Claus	1950	
nm0165299	Alf Clausen	1941	
nm0165410	Ana Clavell	1968	
nm0165455	Víctor Clavijo	1973	
nm0165560	Paul B. Clay	1943	
nm0165602	Doug Claybourne	1947	
nm0165616	Phil Claydon	1976	
nm0165651	Adam Clayton	1960	
nm0165983	René Cleitman	1940	2004
nm0166018	Brian Clemens	1931	2015
nm0166060	Hans Henrik Clemensen	1948	
nm0166074	Dick Clement	1937	
nm0166174	Silvio Clementelli	1926	2001
nm0166194	Anne Clements	1976	
nm0166256	Ron Clements	1953	
nm0166359	David Clennon	1943	
nm0166405	Gianfranco Clerici	1941	
nm0166431	Nicolas Clermont	1942	2001
nm0166436	Antoine de Clermont-Tonnerre	1941	
nm0166526	Scott Cleverdon	1969	
nm0166625	Graeme Clifford	1942	
nm0166678	Richard Clifford	1955	
nm0166723	Brian Clifton	1962	
nm0166921	Hillary Clinton	1947	
nm0167028	Kristen Cloke	1968	
nm0167195	Robert Clouse	1928	1997
nm0167197	Charlie Clouser	1963	
nm0167280	Daniel Clowes	1961	
nm0167316	Jennifer Cluff	1956	
nm0167340	Martin Clunes	1961	
nm0167388	François Cluzet	1955	
nm0167501	Suzanne Clément	1969	
nm0167562	H.M. Coakley	1971	
nm0167613	Anne V. Coates	1925	2018
nm0167649	Kim Coates	1958	
nm0167850	Bill Cobbs	1934	
nm0167938	Eva Cobo	1967	
nm0167952	Roberto Cobo	1930	2002
nm0168143	Chad Addison	1986	
nm0168262	Rory Cochrane	1972	
nm0168285	Andrew Cockburn	1947	
nm0168298	Leslie Cockburn	1952	
nm0168379	Jay Cocks	1944	
nm0168387	Brad Grunberg	1964	
nm0168642	George Coe	1929	2015
nm0168792	J.M. Coetzee	1940	
nm0168892	Scott Coffey	1964	
nm0168918	Frederick Coffin	1943	2003
nm0169066	Nikki Coghill	1964	
nm0169180	Alan R. Cohen	1964	
nm0169253	Billy Corben	1978	
nm0169271	Charles Cohen	1948	
nm0169348	Eli Cohen	1940	
nm0169398	Gilles Cohen	1963	
nm0169454	J.J. Cohen	1965	
nm0169480	Jeff Cohen	1974	
nm0169540	Larry Cohen	1936	2019
nm0169552	Leonard Cohen	1934	2016
nm0169565	Lynn Cohen	1933	2020
nm0169621	Michaël Cohen	1970	
nm0169806	Taika Waititi	1975	
nm0170043	Isabel Coixet	1960	
nm0170113	Harley Cokeliss	1945	
nm0170160	Gene Colan	1926	2011
nm0170186	Enrico Colantoni	1963	
nm0170303	Robert Colbert	1931	
nm0170306	Stephen Colbert	1964	
nm0170336	C.C. Costigan	1972	
nm0170354	Fabrizio De Angelis	1940	
nm0170504	Clifton Ko	1958	
nm0170529	Dennis Cole	1940	2009
nm0170550	Gary Cole	1956	
nm0170552	George Cole	1925	2015
nm0170719	Nigel Cole	1959	
nm0170990	Cy Coleman	1929	2004
nm0171052	Holliston Coleman	1992	
nm0171123	Lisa Coleman	1960	
nm0171187	Renée Coleman	1962	
nm0171283	Tania Coleridge	1966	
nm0171348	Robert F. Colesberry	1946	2004
nm0171443	Nesli Çölgeçen	1955	
nm0171470	Victor Colicchio	1953	
nm0171474	Lewis Colick	1951	
nm0171499	Grégoire Colin	1975	
nm0171513	Margaret Colin	1958	
nm0171722	John Collee	1955	
nm0171754	Christopher Collet	1968	
nm0171829	Kenneth Colley	1937	
nm0172130	Andy Collins	1961	
nm0172215	Chris Collins	1962	2014
